Дата покупки,Код товара,Махсулот,Имейка,Таннарх,Поставщик,Коробка,Ёмкость батареи,Память,Бренд,Состояние,Цвет
20.1.25,T0131,1) 13 Pro Max,355380252725954,580,A15 Samandar,,,256 GB,Apple,B/U,Sierra Blue
20.1.25,T0164,1) 14 Pro,351874300282244,580,A15 Samandar,,,128 GB,Apple,B/U,Deep Purple
20.1.25,T0111,1) 13 Pro,354916450367015,500,Abdulloh Aka,,,256 GB,Apple,B/U,Sierra Blue
20.1.25,T0177,1) 14 Pro Max,358034161145278,670,Abdulloh Aka,,,128 GB,Apple,B/U,Space Black
20.1.25,T0188,1) 14 Pro Max,352221360317362,690,Abdulloh Aka,,,256 GB,Apple,B/U,Deep Purple
20.1.25,T0513,1) 13,352824484817702,420,Abdulloh Aka,,,512 GB,,B/U,Pink
19.1.25,T0231,1) 15 Pro Max,356103508394543,550,Trade-in,,,256 GB,Apple,B/U,Blue Titanium
18.1.25,T0044,1) 12 Pro,356680115219577,240,Mirfozil,,,128 GB,Apple,B/U,Pacific Blue
18.1.25,T0315,1) 15 Pro,358819903683572,560,Trade-in,,,128 GB,Apple,B/U,Natural Titanium
17.1.25,T0297,1) 16 Pro Max,357988126944086,"1 250,000",A15 Samandar,,,256 GB,Apple,NEW,Space Black
16.1.25,T0299,1) 16 Pro Max,350572413211701,"1 220,000",ikromov  bilol,,,256 GB,Apple,NEW,Gold
14.1.25,T0299,1) 16 Pro Max,350108727739192,"1 260,000",Aziz aka b7,,,256 GB,Apple,NEW,Gold
13.1.25,T0299,1) 16 Pro Max,359476734213613,"1 270,000",A15 Samandar,,,256 GB,Apple,NEW,Gold
13.1.25,T0188,1) 14 Pro Max,355216221835971,580,Trade-in,,,256 GB,Apple,B/U,Deep Purple
9.1.25,T0232,1) 15 Pro Max,358759857257652,960,Mirfozil,,,256 GB,Apple,B/U,Natural Titanium
8.1.25,T0292,1) 16 Pro,358409817263024,"1 560,000",Mirfozil,,,512 GB,Apple,NEW,Natural Titanium
7.1.25,T0299,1) 16 Pro Max,357343963019800,"1 280,000",Odil Trade in mobile,,,256 GB,Apple,NEW,Gold
7.1.25,T0299,1) 16 Pro Max,352913652074558,"1 280,000",Odil Trade in mobile,,,256 GB,Apple,NEW,Gold
05.01.25,T0512,1) X,359410086985346,78,Mirfozil,,,64 GB,,B/U,White
05.01.25,T0489,3) AirPods 4 Bez Shum,J5H23KP7KT,130,Trade-in,,,64 GB,,NEW,White
30.12.24,T0299,1) 16 Pro Max,350970409725488,"1 300,000",Mirfozil,,,256 GB,Apple,NEW,Gold
25.12.24,T0172,1) 14 Pro,350060006726228,580,Abdulloh Aka,,,256 GB,Apple,B/U,Deep Purple
19.12.24,T0307,1) 16 Pro Max,351655956381632,"1 550,000",A15 Samandar,,,512 GB,Apple,NEW,Gold
17.12.24,T0299,1) 16 Pro Max,357343961607754,"1 265,000",A15 Samandar,,,256 GB,Apple,NEW,Gold
17.12.24,T0172,1) 14 Pro,350060006726228,500,Trade-in,,,256 GB,Apple,B/U,Deep Purple
15.12.24,T0229,1) 15 Pro Max,359960735108740,900,Trade-in,,,256 GB,Apple,B/U,Black Titanium
15.12.24,T0315,1) 15 Pro,355482473105204,700,Trade-in,,,128 GB,Apple,B/U,Natural Titanium
14.12.24,T0299,1) 16 Pro Max,351655953326507,"1 260,000",Aziz aka b7,,,256 GB,Apple,NEW,Gold
13.12.24,T0307,1) 16 Pro Max,350523892405041,"1 550,000",A15 Samandar,,,512 GB,Apple,NEW,Gold
13.12.24,T0508,1) 16 Pro,354707571270257,950,Mirfozil,,,128 GB,,B/U,Black Titanium
12.12.24,T0162,1) 14 Pro,352816159241127,670,A15 Samandar,,,128 GB,Apple,B/U,Deep Purple
12.12.24,T0299,1) 16 Pro Max,359476730142741,"1 250,000",A15 Samandar,,,256 GB,Apple,NEW,Gold
12.12.24,T0307,1) 16 Pro Max,356415750104564,"1 550,000",A15 Samandar,,,512 GB,Apple,NEW,Gold
12.12.24,T0326,3) Airpods 2,H3KN5FQTLX2Y,90,A15 Samandar,,,,,,
12.12.24,T0101,1) 13 Pro,350165058159721,350,Mirfozil,,,128 GB,Apple,B/U,Sierra Blue
12.12.24,T0315,1) 15 Pro,350623501583996,700,Mirfozil,,,128 GB,Apple,B/U,Natural Titanium
12.12.24,T0500,1) 16 Pro,354707571030537,"1 000,000",Trade-in,,,128 GB,,NEW,Black Titanium
11.12.24,T0299,1) 16 Pro Max,357121288093969,"1 245,000",Aziz aka b7,,,256 GB,Apple,NEW,Gold
11.12.24,T0299,1) 16 Pro Max,351655953223811,"1 245,000",Aziz aka b7,,,256 GB,Apple,NEW,Gold
11.12.24,T0130,1) 13 Pro Max,356370164756642,580,Mirfozil,,,256 GB,Apple,B/U,Gold
09.12.24,T0297,1) 16 Pro Max,354760241731869,"1 250,000",Aziz aka b7,,,256 GB,Apple,NEW,Space Black
09.12.24,T0041,1) 12 Pro,356701113314861,300,Trade-in,,,128 GB,Apple,B/U,Graphite
09.12.24,T0232,1) 15 Pro Max,354550165709946,840,abdulloh probox,,,256 GB,Apple,B/U,Natural Titanium
07.12.24,T0188,1) 14 Pro Max,357711917091341,700,BBB Saman svoy,,,256 GB,Apple,B/U,Deep Purple
06.12.24,T0188,1) 14 Pro Max,357006629582749,670,Mirfozil,,,256 GB,Apple,B/U,Deep Purple
03.12.24,T0121,1) 13 Pro Max,350566109570099,520,Trade-in,,,128 GB,Apple,B/U,Sierra Blue
02.12.24,T0440,2) Iwatch 10/46  Jet Black,FN0GH7C6QJ,440,A15 Samandar,,,128 GB,,NEW,Black
02.12.24,T0509,7) Samsung S23+,352496801546031,500,Temur,,,256 GB,,B/U,Black
01.12.24,T0504,1) 16 Pro,351385192492064,"1 100,000",A15 Samandar,,,128 GB,,NEW,Desert Titanium
01.12.24,T0510,(7) samsung s22 ultra b/u,355476620636335,480,A15 Samandar,,,256 GB,,B/U,Black
01.12.24,T0299,1) 16 Pro Max,357343961028126,"1 220,000",Trade-in,,,256 GB,Apple,NEW,Gold
30.11.24,T0299,1) 16 Pro Max,353324833034231,"1 300,000",A15 Samandar,,,256 GB,Apple,NEW,Gold
30.11.24,T0440,2) Iwatch 10/46  Jet Black,JN1XL4XKYL,435,A15 Samandar,,,128 GB,,NEW,Black
30.11.24,T0445,2) Iwatch 10/46 Rose Gold,L412D4WTXD,400,A15 Samandar,,,64 GB,Apple,NEW,Gold
30.11.24,T0299,1) 16 Pro Max,358798960355656,"1 265,000",Aziz aka b7,,,256 GB,Apple,NEW,Gold
30.11.24,T0498,2) Iwatch Ultra 1,L9KYXHYWLH,280,Trade-in,,,64 GB,,B/U,Green
29.11.24,T0497,1) 11 Pro Max,353899108153071,150,Mirfozil,,,64 GB,,B/U,Green
29.11.24,T0331,5) MacBook Air M2 8/256,C02ZF164LYWL,470,abdulloh probox,,,,,,
28.11.24,T0131,1) 13 Pro Max,359272530856600,500,Trade-in,,,256 GB,Apple,B/U,Sierra Blue
28.11.24,T0499,8) Redmi Note 13 pro,867469078515800,210,b8 Abubakr,,,256 GB,,NEW,Black
28.11.24,T0499,8) Redmi Note 13 pro,867469078365581,210,b8 Abubakr,,,256 GB,,NEW,Black
27.11.24,T0262,1) 16 Plus,358922370955950,990,A15 Samandar,,,128 GB,Apple,NEW,Teal
27.11.24,T0282,1) 16 Pro,353446780445399,"1 200,000",A15 Samandar,,,256 GB,Apple,NEW,White Titanium
27.11.24,T0299,1) 16 Pro Max,351655952731723,"1 260,000",A15 Samandar,,,256 GB,Apple,NEW,Gold
27.11.24,T0299,1) 16 Pro Max,357002332221899,"1 260,000",A15 Samandar,,,256 GB,Apple,NEW,Gold
27.11.24,T0180,1) 14 Pro Max,351914966325752,600,Trade-in,,,128 GB,Apple,B/U,Deep Purple
27.11.24,T0496,Samsung Tab S9 5G,353439961622704,610,b8 Abubakr,,,128 GB,,NEW,Graphite
26.11.24,T0325,3) Air Pods 2 Pro,L67N14L5WN,205,A15 Samandar,,,,,,
26.11.24,T0445,Iwatch 10/46 Rose Gold,JNPR4RQG4K,410,Bahrom B14,,,64 GB,Apple,NEW,Gold
26.11.24,T0232,1) 15 Pro Max,351073871076867,790,Trade-in,,,256 GB,Apple,B/U,Natural Titanium
25.11.24,T0190,15,359626458270823,720,A15 Samandar,,,128 GB,Apple,NEW,Blue
25.11.24,T0225,15 Pro Max,356876529534334,"1 150,000",A15 Samandar,,,256 GB,Apple,NEW,Natural Titanium
25.11.24,T0299,16 Pro Max,357002335619248,"1 260,000",A15 Samandar,,,256 GB,Apple,NEW,Gold
25.11.24,T0313,15 Pro,355551414720758,960,A15 Samandar,,,128 GB,Apple,NEW,Natural Titanium
25.11.24,T0494,Samsung Zflip 6,353936440618310,720,A15 Samandar,,,256 GB,,NEW,Blue
25.11.24,T0331,MacBook Air M2 8/256,FN2VJL4C2W,830,Jamol aka B30,,,,,,
25.11.24,T0232,15 Pro Max,351073873464483,855,abdulloh probox,,,256 GB,Apple,B/U,Natural Titanium
24.11.24,T0299,16 Pro Max,351037793709434,"1 285,000",A15 Samandar,,,256 GB,Apple,NEW,Gold
24.11.24,T0492,16 Pro Max Desert Titanium,358798965344762,"1 700,000",A15 Samandar,,,1 TB,,NEW,Desert Titanium
24.11.24,T0491,Watch 10 46mm Milanese,J39DW7X3YD,950,Bahrom B14,,,64 GB,,NEW,Natural Titanium
23.11.24,T0185,14 Pro Max,358165601123754,800,Mirfozil,,,256 GB,Apple,B/U,Space Black
22.11.24,T0283,16 Pro,353446788012555,"1 200,000",Aziz aka b7,,,256 GB,Apple,NEW,Gold
22.11.24,T0297,16 Pro Max,353324837827010,"1 300,000",Aziz aka b7,,,256 GB,Apple,NEW,Space Black
22.11.24,T0313,15 Pro,353233952934867,990,Aziz aka b7,,,128 GB,Apple,NEW,Natural Titanium
21.11.24,T0318,Samsung S24,353437178024797,870,b8 Abubakr,,,,,,
20.11.24,T0297,16 Pro Max,350970408819423,"1 330,000",Aziz aka b7,,,256 GB,Apple,NEW,Space Black
20.11.24,T0490,Iphone 11,353992100280024,200,Xasanov Ahmadjon,,,64 GB,,B/U,Black
20.11.24,T0122,13 Pro Max,359836510329919,620,abdulloh probox,,,128 GB,Apple,B/U,Alphine Green
20.11.24,T0128,13 Pro Max,356189752226622,650,abdulloh probox,,,256 GB,Apple,B/U,Graphite
20.11.24,T0232,15 Pro Max,356677410842608,990,abdulloh probox,,,256 GB,Apple,B/U,Natural Titanium
19.11.24,T0489,AirPods 4 Bez Shum,HXT9GKFHTV,150,Mirfozil,,,64 GB,,NEW,White
17.11.24,T0297,16 Pro Max,358798968438157,"1 340,000",A15 Samandar,,,256 GB,Apple,NEW,Space Black
17.11.24,T0229,15 Pro Max,354449440843721,750,Trade-in,,,256 GB,Apple,B/U,Black Titanium
16.11.24,T0297,16 Pro Max,353911403347033,"1 340,000",Aziz aka b7,,,256 GB,Apple,NEW,Space Black
16.11.24,T0060,12 Pro Max,359735198005348,350,Trade-in,,,128 GB,Apple,B/U,Pacific Blue
16.11.24,T0487,Samsung S24 Ultra,353607434042730,980,b8 Abubakr,,,512 GB,,NEW,Black
14.11.24,T0297,16 Pro Max,358798966053511,"1 300,000",Aziz aka b7,,,256 GB,Apple,NEW,Space Black
14.11.24,T0078,13,357774332338283,350,Mirfozil,,,128 GB,Apple,B/U,Pink
14.11.24,T0230,15 Pro Max,358759857265572,"1 020,000",Mirfozil,,,256 GB,Apple,B/U,White Titanium
14.11.24,T0229,15 Pro Max,350717691841071,800,Trade-in,,,256 GB,Apple,B/U,Black Titanium
14.11.24,T0131,13 Pro Max,356796488919070,640,abdulloh probox,,,256 GB,Apple,B/U,Sierra Blue
13.11.24,T0299,16 Pro Max,354267951568655,"1 300,000",Aziz aka b7,,,256 GB,Apple,NEW,Gold
13.11.24,T0178,14 Pro Max,356200545476646,600,Trade-in,,,128 GB,Apple,B/U,Silver
12.11.24,T0445,Iwatch 10/46 Rose Gold,CWCC29Q2FQ,410,A15 Samandar,,,64 GB,Apple,NEW,Gold
12.11.24,T0188,14 Pro Max,1111,650,Trade-in,,,256 GB,Apple,B/U,Deep Purple
12.11.24,T0177,14 Pro Max,359056819636597,710,abdulloh probox,,,128 GB,Apple,B/U,Space Black
11.11.24,T0444,Iwatch 10/42 rose gold NEW,DVX30G07F6,390,A15 Samandar,,,64 GB,,NEW,Gold
11.11.24,T0299,16 Pro Max,350970409697513,"1 300,000",Aziz aka b7,,,256 GB,Apple,NEW,Gold
11.11.24,T0299,16 Pro Max,353911404784341,"1 300,000",Aziz aka b7,,,256 GB,Apple,NEW,Gold
10.11.24,T0299,16 Pro Max,353911402484944,"1 300,000",Aziz aka b7,,,256 GB,Apple,NEW,Gold
10.11.24,T0307,16 Pro Max,351037797808364,"1 530,000",Aziz aka b7,,,512 GB,Apple,NEW,Gold
10.11.24,T0216,15 Pro,353554800239674,780,Trade-in,,,256 GB,Apple,B/U,Natural Titanium
10.11.24,T0229,15 Pro Max,359824375909215,870,Trade-in,,,256 GB,Apple,B/U,Black Titanium
08.11.24,T0316,15 Pro,355675801810615,750,Trade-in,,,128 GB,Apple,B/U,Blue Titanium
06.11.24,T0299,16 Pro Max,358798960682836,"1 330,000",Aziz aka b7,,,256 GB,Apple,NEW,Gold
06.11.24,T0232,15 Pro Max,357300543156502,930,Trade-in,,,256 GB,Apple,B/U,Natural Titanium
06.11.24,T0216,15 Pro,353946319976699,820,abdulloh probox,,,256 GB,Apple,B/U,Natural Titanium
06.11.24,T0232,15 Pro Max,359473640527772,"1 020,000",abdulloh probox,,,256 GB,Apple,B/U,Natural Titanium
06.11.24,T0312,16 Pro Max,350331588063870,"1 110,000",b8 Abubakr,,,512 GB,Apple,B/U,Natural Titanium
05.11.24,T0225,15 Pro Max,359779345876953,"1 170,000",Aziz aka b7,,,256 GB,Apple,NEW,Natural Titanium
05.11.24,T0179,14 Pro Max,358457888996824,730,Trade-in,,,128 GB,Apple,B/U,Gold
31.10.24,T0298,16 Pro Max,357666532021364,"1 380,000",Aziz aka b7,,,256 GB,Apple,NEW,White Titanium
24.10.24,T0228,15 Pro Max,358181355817582,"1 200,000",Aziz aka b7,,,256 GB,Apple,NEW,Natural Titanium
19.10.24,T0322,iWatch 9 45 mm,D5FXKWVVNL,340,Bahrom B14,,,,,B/U,Teal
19.10.24,T0229,15 Pro Max,352847945256772,850,Temur,,,256 GB,Apple,B/U,Black Titanium
17.10.24,T0319,12 mini,353003119965843,100,Mirfozil,,,128 GB,,,
16.10.24,T0216,15 Pro,351135560125774,800,Trade-in,,,256 GB,Apple,B/U,Natural Titanium
16.10.24,T0232,15 Pro Max,354650913539643,"1 000,000",Trade-in,,,256 GB,Apple,B/U,Natural Titanium
15.10.24,T0212,15 Pro,352603485344936,990,Mirfozil,,,256 GB,Apple,NEW,Natural Titanium
15.10.24,T0212,15 Pro,350028622607536,"1 110,000",Mirfozil,,,256 GB,Apple,NEW,Natural Titanium
14.10.24,T0299,16 Pro Max,357196590684077,"1 500,000",A15 Samandar,,,256 GB,Apple,NEW,Gold
14.10.24,T0299,16 Pro Max,357196598382484,"1 500,000",A15 Samandar,,,256 GB,Apple,NEW,Gold
14.10.24,T0299,16 Pro Max,357728263822301,"1 500,000",A15 Samandar,,,256 GB,Apple,NEW,Gold
14.10.24,T0130,13 Pro Max,351619856659554,570,Mirfozil,,,256 GB,Apple,B/U,Gold
13.10.24,T0299,16 Pro Max,357196599991465,"1 500,000",A15 Samandar,,,256 GB,Apple,NEW,Gold
12.10.24,T0212,15 Pro,351858379060243,"1 240,000",A15 Samandar,,,256 GB,Apple,NEW,Natural Titanium
12.10.24,T0228,15 Pro Max,356388817908048,"1 200,000",Aziz aka b7,,,256 GB,Apple,NEW,Natural Titanium
11.10.24,T0179,14 Pro Max,353704414314807,800,A15 Samandar,,,128 GB,Apple,B/U,Gold
11.10.24,T0007,12,353719575882152,200,Trade-in,,,64 GB,Apple,B/U,Black
11.10.24,T0140,14,355348893256945,400,Trade-in,,,128 GB,Apple,B/U,Starlight
10.10.24,T0227,15 Pro Max,357300549170168,"1 200,000",A15 Samandar,,,256 GB,Apple,NEW,Blue Titanium
10.10.24,T0057,12 Pro Max,359735196581803,370,Agzamov Oybek,,,128 GB,Apple,B/U,Graphite
07.10.24,T0227,15 Pro Max,351858379216670,"1 190,000",A15 Samandar,,,256 GB,Apple,NEW,Blue Titanium
07.10.24,T0228,15 Pro Max,358759855731567,"1 190,000",A15 Samandar,,,256 GB,Apple,NEW,Natural Titanium
07.10.24,T0228,15 Pro Max,354950993401205,"1 190,000",A15 Samandar,,,256 GB,Apple,NEW,Natural Titanium
07.10.24,T0299,16 Pro Max,351889723122447,"1 500,000",A15 Samandar,,,256 GB,Apple,NEW,Gold
07.10.24,T0228,15 Pro Max,350727307163877,"1 185,000",Aziz aka b7,,,256 GB,Apple,NEW,Natural Titanium
06.10.24,T0228,15 Pro Max,350091878663207,"1 170,000",A15 Samandar,,,256 GB,Apple,NEW,Natural Titanium
05.10.24,T0299,16 Pro Max,359340246743071,"1 570,000",A15 Samandar,,,256 GB,Apple,NEW,Gold
05.10.24,T0314,15 Pro,354781547900776,980,A15 Samandar,,,128 GB,Apple,NEW,Blue Titanium
03.10.24,T0281,16 Pro,352273243736607,"1 415,000",A15 Samandar,,,256 GB,Apple,NEW,Space Black
03.10.24,T0318,Samsung S24,353437178608722,900,A15 Samandar,,,,,,
02.10.24,T0228,15 Pro Max,350814295055123,"1 160,000",A15 Samandar,,,256 GB,Apple,NEW,Natural Titanium
01.10.24,T0101,13 Pro,350283164922534,565,Mirfozil,,,128 GB,Apple,B/U,Sierra Blue
30.09.24,T0228,15 Pro Max,354650918562509,"1 200,000",Mirfozil,,,256 GB,Apple,NEW,Natural Titanium
30.09.24,T0308,16 Pro Max,359737304595923,"1 600,000",Mirfozil,,,512 GB,Apple,NEW,Natural Titanium
29.09.24,T0298,16 Pro Max,359737304346715,"1 650,000",A15 Samandar,,,256 GB,Apple,NEW,White Titanium
29.09.24,T0299,16 Pro Max,357492413018159,"1 680,000",A15 Samandar,,,256 GB,Apple,NEW,Gold
29.09.24,T0111,13 Pro,398937,585,Mirfozil,,,256 GB,Apple,B/U,Sierra Blue
29.09.24,T0231,15 Pro Max,835853,"1 035,000",Mirfozil,,,256 GB,Apple,B/U,Blue Titanium
29.09.24,T0099,13 Pro,353990994944119,420,Trade-in,,,128 GB,Apple,B/U,Silver
28.09.24,T0285,16 Pro,358579640535325,"1 440,000",A15 Samandar,,,256 GB,Apple,B/U,Space Black
28.09.24,T0298,16 Pro Max,358701815484846,"1 640,000",A15 Samandar,,,256 GB,Apple,NEW,White Titanium
28.09.24,T0007,12,354696408568357,280,Abrorova Nilufar Hoshimova,,,64 GB,Apple,B/U,Black
28.09.24,T0232,15 Pro Max,358066149255498,"1 050,000",Agzamov Oybek,,,256 GB,Apple,B/U,Natural Titanium
28.09.24,T0162,14 Pro,355960227323033,580,Mirfozil,,,128 GB,Apple,B/U,Deep Purple
28.09.24,T0172,14 Pro,357442885299357,660,Mirfozil,,,256 GB,Apple,B/U,Deep Purple
26.09.24,T0172,14 Pro,358287292388551,660,Trade-in,,,256 GB,Apple,B/U,Deep Purple
19.09.24,T0041,12 Pro,354009843407720,310,Trade-in,,,128 GB,Apple,B/U,Graphite
19.09.24,T0228,15 Pro Max,359473646316022,"1 190,000",aka Siroj,,,256 GB,Apple,NEW,Natural Titanium
09.09.24,T0228,15 Pro Max,350717693279510,"1 080,000",Temur,,,256 GB,Apple,NEW,Natural Titanium
08.09.24,T0225,15 Pro Max,355458125971037,"1 205,000",Aziz B9,,,256 GB,Apple,NEW,Natural Titanium
08.09.24,T0185,14 Pro Max,353843243113137,730,Trade-in,,,256 GB,Apple,B/U,Space Black
07.09.24,T0228,15 Pro Max,359473648368120,"1 190,000",Mirfozil,,,256 GB,Apple,NEW,Natural Titanium
07.09.24,T0188,14 Pro Max,351914963098410,800,Temur,,,256 GB,Apple,B/U,Deep Purple
07.09.24,T0313,15 Pro,357734402249927,930,Temur,,,128 GB,Apple,NEW,Natural Titanium
06.09.24,T0335,iWatch 9 45 mm,C33TCQ3X49,290,Aziz B30,,,,,,
06.09.24,T0322,iWatch 9 45 mm,WPWVJP2W9V,195,Bahrom B14,,,,,B/U,Teal
06.09.24,T0324,AirPods 3,G795K743L2,145,Bahrom B14,,,,,,
05.09.24,T0188,14 Pro Max,350089111401724,810,Temur,,,256 GB,Apple,B/U,Deep Purple
05.09.24,T0180,14 Pro Max,359236732265225,760,oyinchoq qoshni,,,128 GB,Apple,B/U,Deep Purple
03.09.24,T0331,MacBook Air M2 8/256,CWMXV4NP4G,840,A.Yusuf Baxodir,,,,,,
03.09.24,T0164,14 Pro,357752760634142,710,Aziz  B30,,,128 GB,Apple,B/U,Deep Purple
03.09.24,T0060,12 Pro Max,351330887775852,520,Aziz B30,,,128 GB,Apple,B/U,Pacific Blue
03.09.24,T0164,14 Pro,353780672649746,720,Aziz B30,,,128 GB,Apple,B/U,Deep Purple
03.09.24,T0184,14 Pro Max,354828359653694,720,Aziz B30,,,256 GB,Apple,NEW,Deep Purple
03.09.24,T0317,12 Pro Max,354506127912457,540,Aziz B30,,,512 GB,Apple,B/U,Pacific Blue
03.09.24,T0228,15 Pro Max,354653149748558,"1 205,000",Aziz aka b7,,,256 GB,Apple,NEW,Natural Titanium
03.09.24,T0330,iPad mini 6,QFOX4RW6CC,320,B44,,,64 GB,,,Pink
03.09.24,T0332,MacBook Pro M1 8/256,FVFG9PVKQ05D,620,B44,,,,,,
03.09.24,T0333,iPad Pro 11 inch,H79XD1HPKY,720,B44,,,128 GB,,,Silver
03.09.24,T0121,13 Pro Max,353869220644224,610,Bahrom B14,,,128 GB,Apple,B/U,Sierra Blue
03.09.24,T0321,Apple Watch Ultra 2 49mm Titanium Blue Ocean Band,JJ79MH2496,730,Bahrom B14,,,,Apple,,Blue Titanium
03.09.24,T0322,iWatch 9 45 mm,MXLQ2W4X3V,355,Bahrom B14,,,,,B/U,Teal
03.09.24,T0322,iWatch 9 45 mm,JLQCW34QKN,350,Bahrom B14,,,,,B/U,Teal
03.09.24,T0324,AirPods 3,C3243Q31Y5,145,Bahrom B14,,,,,,
03.09.24,T0325,Air Pods 2 Pro,HQ24X2NR71,195,Bahrom B14,,,,,,
03.09.24,T0327,AirPods 1,H3PLD39GLX2Y,95,Bahrom B14,,,,,,
03.09.24,T0328,iWatch 9 41 mm,DQFL95469P,330,Bahrom B14,,,,,,Starlight
03.09.24,T0329,iWatch 8 45 mm,CY379GV4KQ,330,Bahrom B14,,,,Iphone,NEW,Starlight
03.09.24,T0052,12 Pro,355951522043780,420,Baxtika A31,,,256 GB,Apple,B/U,Pacific Blue
03.09.24,T0101,13 Pro,351150162877045,590,Baxtika A31,,,128 GB,Apple,B/U,Sierra Blue
03.09.24,T0228,15 Pro Max,350717690199166,"1 090,000",Baxtika A31,,,256 GB,Apple,NEW,Natural Titanium
03.09.24,T0232,15 Pro Max,358525990967550,"1 110,000",Baxtika A31,,,256 GB,Apple,B/U,Natural Titanium
03.09.24,T0315,15 Pro,359370797852260,920,Baxtika A31,,,128 GB,Apple,B/U,Natural Titanium
03.09.24,T0315,15 Pro,355721796004093,880,Baxtika A31,,,128 GB,Apple,B/U,Natural Titanium
03.09.24,T0192,15,355146386548590,735,Fayzi b27,,,128 GB,Apple,NEW,Pink
03.09.24,T0101,13 Pro,351150162517195,660,Husan B7,,,128 GB,Apple,B/U,Sierra Blue
03.09.24,T0168,14 Pro,359869455257662,760,Husan B7,,,256 GB,Apple,NEW,Deep Purple
03.09.24,T0315,15 Pro,353554809809030,820,Ibrohim Probox,,,128 GB,Apple,B/U,Natural Titanium
03.09.24,T0180,14 Pro Max,354064852215944,900,Javohir,,,128 GB,Apple,B/U,Deep Purple
03.09.24,T0228,15 Pro Max,358181352877936,"1 030,000",Javohir,,,256 GB,Apple,NEW,Natural Titanium
03.09.24,T0232,15 Pro Max,355235161485100,"1 030,000",Malika,,,256 GB,Apple,B/U,Natural Titanium
03.09.24,T0068,12 Pro Max,357763866855598,520,Mirfozil,,,256 GB,Apple,B/U,Pacific Blue
03.09.24,T0131,13 Pro Max,358074298932370,680,Mirfozil,,,256 GB,Apple,B/U,Sierra Blue
03.09.24,T0228,15 Pro Max,358560159205021,"1 030,000",Mirfozil,,,256 GB,Apple,NEW,Natural Titanium
03.09.24,T0121,13 Pro Max,356796488642839,670,Temur,,,128 GB,Apple,B/U,Sierra Blue
03.09.24,T0101,13 Pro,354226991247845,530,Trade-in,,,128 GB,Apple,B/U,Sierra Blue
03.09.24,T0315,15 Pro,353281479505108,920,abdulloh probox,,,128 GB,Apple,B/U,Natural Titanium
31.08.24,T0316,15 Pro,357662987685175,920,Temur,,,128 GB,Apple,B/U,Blue Titanium
29.08.24,T0181,14 Pro Max,355281436427113,910,Abdulloh Aka,,,256 GB,Apple,NEW,Space Black
29.08.24,T0184,14 Pro Max,359761974844544,820,Javohir,,,256 GB,Apple,NEW,Deep Purple
29.08.24,T0180,14 Pro Max,358457889303186,800,Temur,,,128 GB,Apple,B/U,Deep Purple
29.08.24,T0228,15 Pro Max,354694989421062,"1 235,000",abdulloh probox,,,256 GB,Apple,NEW,Natural Titanium
27.08.24,T0212,15 Pro,350496353355569,"1 120,000",Jamol aka B30,,,256 GB,Apple,NEW,Natural Titanium
27.08.24,T0103,13 Pro,359663604584070,560,Temur,,,256 GB,Apple,NEW,Graphite
26.08.24,T0096,13 Pro,350283164922534,565,Aziz B30,,,128 GB,Apple,NEW,Sierra Blue
26.08.24,T0228,15 Pro Max,354653146984610,"1 150,000",Aziz aka b7,,,256 GB,Apple,NEW,Natural Titanium
26.08.24,T0185,14 Pro Max,355281436154386,810,Baxtika A31,,,256 GB,Apple,B/U,Space Black
26.08.24,T0313,15 Pro,355363462283840,960,Fayzi b27,,,128 GB,Apple,NEW,Natural Titanium
26.08.24,T0314,15 Pro,353553416158450,960,Fayzi b27,,,128 GB,Apple,NEW,Blue Titanium
26.08.24,T0228,15 Pro Max,354650918544531,"1 230,000",Jamol aka B30,,,256 GB,Apple,NEW,Natural Titanium
26.08.24,T0176,14 Pro Max,354064855717375,800,Mirfozil,,,128 GB,Apple,NEW,Deep Purple
23.08.24,T0236,15 Pro Max,359824377467725,"1 270,000",Aziz B30,,,512 GB,Apple,NEW,Natural Titanium
23.08.24,T0228,15 Pro Max,355458124189425,"1 140,000",Aziz aka b7,,,256 GB,Apple,NEW,Natural Titanium
23.08.24,T0325,Air Pods 2 Pro,HTGMY9W5OQ,195,Bahrom B14,,,,,,
23.08.24,T0325,Air Pods 2 Pro,D93KQ4NCYY,195,Bahrom B14,,,,,,
23.08.24,T0325,Air Pods 2 Pro,GC4WWH76NY,195,Bahrom B14,,,,,,
23.08.24,T0325,Air Pods 2 Pro,123456789bdshbvdboq,195,Bahrom B14,,,,,,
23.08.24,T0326,Airpods 2,H3RMDDE1LX2Y,95,Bahrom B14,,,,,,
23.08.24,T0045,12 Pro,4017,425,Baxtika A31,,,256 GB,Apple,NEW,Graphite
23.08.24,T0096,13 Pro,352544475097961,565,Baxtika A31,,,128 GB,Apple,NEW,Sierra Blue
23.08.24,T0117,13 Pro Max,353240582013772,650,Baxtika A31,,,128 GB,Apple,NEW,Alphine Green
23.08.24,T0126,13 Pro Max,355320904986380,630,Baxtika A31,,,256 GB,Apple,NEW,Sierra Blue
23.08.24,T0209,15 Pro,351080470266633,900,Baxtika A31,,,256 GB,Apple,NEW,Black Titanium
23.08.24,T0055,12 Pro Max,353730392319807,390,Doniyor Aka Orom,,,128 GB,Apple,NEW,Gold
23.08.24,T0029,12,353054118470509,300,Mirfozil,,,256 GB,Apple,NEW,Blue
